Label,Layer #,Scaffold #,wt% PPF,Spacing (mm),Speed (mm/s),Pressure (bar),Mean fiber,Mean pore,Mean spacing,Fiber Size (x1),x2,x3,x4,x5,Pore Size (x1),x2 2,x3 2,x4 2,x5 2,Fiber spacing (x1),Spacing x2,Spacing x3,Spacing x4,Spacing x5,Std wt% PPF,Std Spacing (mm),Std Speed (mm/s),Std Pressure (bar),Std Mean fiber,Std Mean pore,Std Mean spacing,Linear pore size,Quadratic pore size,Linear fiber diameter,Quadratic fiber diameter,4th order pore,4th order fiber,"Pore (lin, step)","Fiber (lin, step)","Pore (quad, step)","Fiber (quad, step)","Sum (lin, step)","Sum (quad, step)"
"85:15 PPF:DEF, 2.5bar, 15mm/s, 1.2mm",7,3,85,1.2,15,2.5,0.414,0.702,1.116,0.522,0.504,0.351,0.36,0.333,0.675,0.828,0.738,0.675,0.594,1.197,1.332,1.089,1.035,0.927,-0.7253025041,1.1746092977,1.559796924,-0.4284002323,-0.2617125377,1.0958703137,0.9530722443,0.7187539107,0.649280665,0.4260032856,0.467066446,0.7190748196,0.4407016174,0.70738437,0.463045342,0.668406226,0.484813805,1.170429712,1.153220031
"85:15 PPF:DEF, 2.5bar, 15mm/s, 1.2mm",7,4,85,1.2,15,2.5,0.504,0.675,1.179,0.531,0.531,0.531,0.585,0.342,0.585,0.504,0.648,0.846,0.792,1.116,1.035,1.179,1.431,1.134,-0.7253025041,1.1746092977,1.559796924,-0.4284002323,0.3234943339,0.9743033164,1.2688458801,0.7187539107,0.649280665,0.4260032856,0.467066446,0.7190748196,0.4407016174,0.70738437,0.463045342,0.668406226,0.484813805,1.170429712,1.153220031
"85:15 PPF:DEF, 2.5bar, 15mm/s, 1.2mm",8,1,85,1.2,15,2.5,0.5526,0.657,1.2096,0.639,0.297,0.684,0.54,0.603,0.783,0.576,0.54,0.657,0.729,1.422,0.873,1.224,1.197,1.332,-0.7253025041,1.1746092977,1.559796924,-0.4284002323,0.6395060446,0.8932586515,1.4222216461,0.7187539107,0.649280665,0.4260032856,0.467066446,0.7190748196,0.4407016174,0.70738437,0.463045342,0.668406226,0.484813805,1.170429712,1.153220031
"85:15 PPF:DEF, 2.5bar, 15mm/s, 1.2mm",8,2,85,1.2,15,2.5,0.5526,0.5508,1.1034,0.45,0.504,0.549,0.63,0.63,0.513,0.594,0.567,0.72,0.36,0.963,1.098,1.116,1.35,0.99,-0.7253025041,1.1746092977,1.559796924,-0.4284002323,0.6395060446,0.4150951289,0.8899175171,0.7187539107,0.649280665,0.4260032856,0.467066446,0.7190748196,0.4407016174,0.70738437,0.463045342,0.668406226,0.484813805,1.170429712,1.153220031
"85:15 PPF:DEF, 2.5bar, 15mm/s, 1.2mm",8,3,85,1.2,15,2.5,0.576,0.6426,1.2186,0.693,0.639,0.54,0.432,0.576,0.468,0.513,0.612,0.792,0.828,1.161,1.152,1.152,1.224,1.404,-0.7253025041,1.1746092977,1.559796924,-0.4284002323,0.7916598312,0.8284229196,1.4673321655,0.7187539107,0.649280665,0.4260032856,0.467066446,0.7190748196,0.4407016174,0.70738437,0.463045342,0.668406226,0.484813805,1.170429712,1.153220031
"85:15 PPF:DEF, 2.5bar, 15mm/s, 1.2mm",8,4,85,1.2,15,2.5,0.4032,0.6714,1.0746,0.324,0.405,0.405,0.396,0.486,0.549,0.792,0.621,0.657,0.738,0.873,1.197,1.026,1.053,1.224,-0.7253025041,1.1746092977,1.559796924,-0.4284002323,-0.3319373623,0.9580943834,0.7455638551,0.7187539107,0.649280665,0.4260032856,0.467066446,0.7190748196,0.4407016174,0.70738437,0.463045342,0.668406226,0.484813805,1.170429712,1.153220031
"85:15 PPF:DEF, 2.5bar, 15mm/s, 1.2mm",9,1,85,1.2,15,2.5,0.4194,0.7362,1.1556,0.396,0.423,0.342,0.36,0.576,0.648,0.792,0.684,0.837,0.72,1.044,1.215,1.026,1.197,1.296,-0.7253025041,1.1746092977,1.559796924,-0.4284002323,-0.2266001254,1.2498551769,1.1515585297,0.7187539107,0.649280665,0.4260032856,0.467066446,0.7190748196,0.4407016174,0.70738437,0.463045342,0.668406226,0.484813805,1.170429712,1.153220031
"85:15 PPF:DEF, 2.5bar, 15mm/s, 1.2mm",9,2,85,1.2,15,2.5,0.6012,0.5436,1.1448,0.783,0.702,0.387,0.54,0.594,0.387,0.486,0.639,0.585,0.621,1.17,1.188,1.026,1.125,1.215,-0.7253025041,1.1746092977,1.559796924,-0.4284002323,0.9555177552,0.3826772629,1.0974259064,0.7187539107,0.649280665,0.4260032856,0.467066446,0.7190748196,0.4407016174,0.70738437,0.463045342,0.668406226,0.484813805,1.170429712,1.153220031
"85:15 PPF:DEF, 2.5bar, 15mm/s, 1.2mm",9,3,85,1.2,15,2.5,0.5886,0.6678,1.2564,0.441,0.531,0.603,0.63,0.738,0.441,0.792,0.702,0.729,0.675,0.882,1.323,1.305,1.359,1.413,-0.7253025041,1.1746092977,1.559796924,-0.4284002323,0.8735887932,0.9418854504,1.6567963469,0.7187539107,0.649280665,0.4260032856,0.467066446,0.7190748196,0.4407016174,0.70738437,0.463045342,0.668406226,0.484813805,1.170429712,1.153220031
"85:15 PPF:DEF, 2.5bar, 15mm/s, 1.2mm",9,4,85,1.2,15,2.5,0.6606,0.4914,1.152,0.585,0.801,0.63,0.765,0.522,0.45,0.369,0.468,0.864,0.306,1.035,1.17,1.098,1.629,0.828,-0.7253025041,1.1746092977,1.559796924,-0.4284002323,1.3417542905,0.1476477349,1.1335143219,0.7187539107,0.649280665,0.4260032856,0.467066446,0.7190748196,0.4407016174,0.70738437,0.463045342,0.668406226,0.484813805,1.170429712,1.153220031
"85:15 PPF:DEF, 2.5bar, 15mm/s, 1.2mm",10,1,85,1.2,15,2.5,0.6318,0.684,1.3158,0.693,0.468,0.693,0.594,0.711,0.711,0.576,0.369,0.801,0.963,1.404,1.044,1.062,1.395,1.674,-0.7253025041,1.1746092977,1.559796924,-0.4284002323,1.1544880916,1.0148256488,1.954525775,0.7187539107,0.649280665,0.4260032856,0.467066446,0.7190748196,0.4407016174,0.70738437,0.463045342,0.668406226,0.484813805,1.170429712,1.153220031
"85:15 PPF:DEF, 2.5bar, 15mm/s, 1.2mm",10,2,85,1.2,15,2.5,0.621,0.522,1.143,0.657,0.612,0.72,0.657,0.459,0.612,0.54,0.378,0.531,0.549,1.269,1.152,1.098,1.188,1.008,-0.7253025041,1.1746092977,1.559796924,-0.4284002323,1.084263267,0.2854236651,1.0884038025,0.7187539107,0.649280665,0.4260032856,0.467066446,0.7190748196,0.4407016174,0.70738437,0.463045342,0.668406226,0.484813805,1.170429712,1.153220031
"85:15 PPF:DEF, 2.5bar, 15mm/s, 1.2mm",10,3,85,1.2,15,2.5,0.5994,0.63,1.2294,0.594,0.576,0.594,0.612,0.621,0.549,0.576,0.378,0.819,0.828,1.143,1.152,0.972,1.431,1.449,-0.7253025041,1.1746092977,1.559796924,-0.4284002323,0.9438136178,0.7716916542,1.5214647887,0.7187539107,0.649280665,0.4260032856,0.467066446,0.7190748196,0.4407016174,0.70738437,0.463045342,0.668406226,0.484813805,1.170429712,1.153220031
"85:15 PPF:DEF, 2.5bar, 15mm/s, 1.2mm",10,4,85,1.2,15,2.5,0.5634,0.6858,1.2492,0.891,0.522,0.513,0.468,0.423,0.594,0.675,0.81,0.522,0.828,1.485,1.197,1.323,0.99,1.251,-0.7253025041,1.1746092977,1.559796924,-0.4284002323,0.7097308692,1.0229301153,1.6207079314,0.7187539107,0.649280665,0.4260032856,0.467066446,0.7190748196,0.4407016174,0.70738437,0.463045342,0.668406226,0.484813805,1.170429712,1.153220031
"85:15 PPF:DEF, 2.5bar, 15mm/s, 1.2mm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"85:15 PPF:DEF, 2.5bar, 15mm/s, 1mm",1,1,85,1,15,2.5,0.5508,0.4032,0.954,0.567,0.54,0.531,0.567,0.549,0.36,0.423,0.423,0.387,0.423,0.927,0.963,0.954,0.954,0.972,-0.7253025041,0.2349218595,1.559796924,-0.4284002323,0.6278019071,-0.2494711229,0.1410828951,0.5261539107,0.452480665,0.4260032856,0.467066446,0.5183919396,0.4407016174,0.505423867,0.458772441,0.482636929,0.474299609,0.964196308,0.956936538
"85:15 PPF:DEF, 2.5bar, 15mm/s, 1mm",1,2,85,1,15,2.5,0.5472,0.4338,0.981,0.405,0.648,0.495,0.594,0.594,0.531,0.405,0.405,0.405,0.423,0.936,1.053,0.9,0.999,1.017,-0.7253025041,0.2349218595,1.559796924,-0.4284002323,0.6043936323,-0.1116951927,0.2764144533,0.5261539107,0.452480665,0.4260032856,0.467066446,0.5183919396,0.4407016174,0.505423867,0.458772441,0.482636929,0.474299609,0.964196308,0.956936538
"85:15 PPF:DEF, 2.5bar, 15mm/s, 1mm",1,3,85,1,15,2.5,0.4572,0.5202,0.9774,0.45,0.432,0.504,0.45,0.45,0.54,0.513,0.477,0.504,0.567,0.99,0.945,0.981,0.954,1.017,-0.7253025041,0.2349218595,1.559796924,-0.4284002323,0.0191867607,0.2773191986,0.2583702455,0.5261539107,0.452480665,0.4260032856,0.467066446,0.5183919396,0.4407016174,0.505423867,0.458772441,0.482636929,0.474299609,0.964196308,0.956936538
"85:15 PPF:DEF, 2.5bar, 15mm/s, 1mm",1,4,85,1,15,2.5,0.4914,0.4698,0.9612,0.459,0.531,0.495,0.504,0.468,0.45,0.45,0.477,0.477,0.495,0.909,0.981,0.972,0.981,0.963,-0.7253025041,0.2349218595,1.559796924,-0.4284002323,0.2415653719,0.050394137,0.1771713106,0.5261539107,0.452480665,0.4260032856,0.467066446,0.5183919396,0.4407016174,0.505423867,0.458772441,0.482636929,0.474299609,0.964196308,0.956936538
"85:15 PPF:DEF, 2.5bar, 15mm/s, 1mm",2,1,85,1,15,2.5,0.477,0.4554,0.9324,0.459,0.414,0.513,0.459,0.54,0.486,0.441,0.414,0.405,0.531,0.945,0.855,0.927,0.864,1.071,-0.7253025041,0.2349218595,1.559796924,-0.4284002323,0.1479322724,-0.0144415948,0.0328176485,0.5261539107,0.452480665,0.4260032856,0.467066446,0.5183919396,0.4407016174,0.505423867,0.458772441,0.482636929,0.474299609,0.964196308,0.956936538
"85:15 PPF:DEF, 2.5bar, 15mm/s, 1mm",2,2,85,1,15,2.5,0.4608,0.486,0.9468,0.459,0.513,0.468,0.441,0.423,0.45,0.45,0.504,0.522,0.504,0.909,0.963,0.972,0.963,0.927,-0.7253025041,0.2349218595,1.559796924,-0.4284002323,0.0425950355,0.1233343354,0.1049944796,0.5261539107,0.452480665,0.4260032856,0.467066446,0.5183919396,0.4407016174,0.505423867,0.458772441,0.482636929,0.474299609,0.964196308,0.956936538
"85:15 PPF:DEF, 2.5bar, 15mm/s, 1mm",2,3,85,1,15,2.5,0.3924,0.5364,0.9288,0.45,0.27,0.495,0.261,0.486,0.657,0.486,0.558,0.549,0.432,1.107,0.756,1.053,0.81,0.918,-0.7253025041,0.2349218595,1.559796924,-0.4284002323,-0.4021621869,0.350259397,0.0147734408,0.5261539107,0.452480665,0.4260032856,0.467066446,0.5183919396,0.4407016174,0.505423867,0.458772441,0.482636929,0.474299609,0.964196308,0.956936538
"85:15 PPF:DEF, 2.5bar, 15mm/s, 1mm",2,4,85,1,15,2.5,0.423,0.5274,0.9504,0.414,0.576,0.414,0.36,0.351,0.513,0.396,0.531,0.603,0.594,0.927,0.972,0.945,0.963,0.945,-0.7253025041,0.2349218595,1.559796924,-0.4284002323,-0.2031918505,0.3097370646,0.1230386873,0.5261539107,0.452480665,0.4260032856,0.467066446,0.5183919396,0.4407016174,0.505423867,0.458772441,0.482636929,0.474299609,0.964196308,0.956936538
"85:15 PPF:DEF, 2.5bar, 15mm/s, 1mm",3,1,85,1,15,2.5,0.432,0.5166,0.9486,0.486,0.468,0.432,0.351,0.423,0.477,0.495,0.522,0.54,0.549,0.963,0.963,0.954,0.891,0.972,-0.7253025041,0.2349218595,1.559796924,-0.4284002323,-0.1446711634,0.2611102657,0.1140165835,0.5261539107,0.452480665,0.4260032856,0.467066446,0.5183919396,0.4407016174,0.505423867,0.458772441,0.482636929,0.474299609,0.964196308,0.956936538
"85:15 PPF:DEF, 2.5bar, 15mm/s, 1mm",3,2,85,1,15,2.5,0.468,0.4914,0.9594,0.441,0.45,0.504,0.459,0.486,0.513,0.477,0.486,0.486,0.495,0.954,0.927,0.99,0.945,0.981,-0.7253025041,0.2349218595,1.559796924,-0.4284002323,0.0894115853,0.1476477349,0.1681492067,0.5261539107,0.452480665,0.4260032856,0.467066446,0.5183919396,0.4407016174,0.505423867,0.458772441,0.482636929,0.474299609,0.964196308,0.956936538
"85:15 PPF:DEF, 2.5bar, 15mm/s, 1mm",3,3,85,1,15,2.5,0.4968,0.4392,0.936,0.45,0.54,0.477,0.522,0.495,0.423,0.504,0.378,0.504,0.387,0.873,1.044,0.855,1.026,0.882,-0.7253025041,0.2349218595,1.559796924,-0.4284002323,0.2766777842,-0.0873817932,0.0508618563,0.5261539107,0.452480665,0.4260032856,0.467066446,0.5183919396,0.4407016174,0.505423867,0.458772441,0.482636929,0.474299609,0.964196308,0.956936538
"85:15 PPF:DEF, 2.5bar, 15mm/s, 1mm",3,4,85,1,15,2.5,0.45,0.504,0.954,0.387,0.459,0.486,0.468,0.45,0.531,0.477,0.513,0.477,0.522,0.918,0.936,0.999,0.945,0.972,-0.7253025041,0.2349218595,1.559796924,-0.4284002323,-0.0276297891,0.2043790003,0.1410828951,0.5261539107,0.452480665,0.4260032856,0.467066446,0.5183919396,0.4407016174,0.505423867,0.458772441,0.482636929,0.474299609,0.964196308,0.956936538
"85:15 PPF:DEF, 2.5bar, 15mm/s, 1mm",4,1,85,1,15,2.5,0.4482,0.4932,0.9414,0.369,0.513,0.45,0.459,0.45,0.495,0.468,0.504,0.495,0.504,0.864,0.981,0.954,0.954,0.954,-0.7253025041,0.2349218595,1.559796924,-0.4284002323,-0.0393339265,0.1557522014,0.0779281679,0.5261539107,0.452480665,0.4260032856,0.467066446,0.5183919396,0.4407016174,0.505423867,0.458772441,0.482636929,0.474299609,0.964196308,0.956936538
"85:15 PPF:DEF, 2.5bar, 15mm/s, 1mm",4,2,85,1,15,2.5,0.4554,0.522,0.9774,0.396,0.594,0.486,0.486,0.315,0.531,0.333,0.477,0.585,0.684,0.927,0.927,0.963,1.071,0.999,-0.7253025041,0.2349218595,1.559796924,-0.4284002323,0.0074826232,0.2854236651,0.2583702455,0.5261539107,0.452480665,0.4260032856,0.467066446,0.5183919396,0.4407016174,0.505423867,0.458772441,0.482636929,0.474299609,0.964196308,0.956936538
"85:15 PPF:DEF, 2.5bar, 15mm/s, 1mm",4,3,85,1,15,2.5,0.4662,0.54,1.0062,0.441,0.486,0.657,0.459,0.288,0.702,0.693,0.279,0.468,0.558,1.143,1.179,0.936,0.927,0.846,-0.7253025041,0.2349218595,1.559796924,-0.4284002323,0.0777074478,0.36646833,0.4027239076,0.5261539107,0.452480665,0.4260032856,0.467066446,0.5183919396,0.4407016174,0.505423867,0.458772441,0.482636929,0.474299609,0.964196308,0.956936538
"85:15 PPF:DEF, 2.5bar, 15mm/s, 1mm",4,4,85,1,15,2.5,0.432,0.513,0.945,0.423,0.657,0.315,0.414,0.351,0.558,0.405,0.567,0.522,0.513,0.981,1.062,0.882,0.936,0.864,-0.7253025041,0.2349218595,1.559796924,-0.4284002323,-0.1446711634,0.2449013327,0.0959723757,0.5261539107,0.452480665,0.4260032856,0.467066446,0.5183919396,0.4407016174,0.505423867,0.458772441,0.482636929,0.474299609,0.964196308,0.956936538
"85:15 PPF:DEF, 2.5bar, 15mm/s, 1mm",5,1,85,1,15,2.5,0.4536,0.45,0.9036,0.486,0.396,0.522,0.324,0.54,0.288,0.504,0.432,0.522,0.504,0.774,0.9,0.954,0.846,1.044,-0.7253025041,0.2349218595,1.559796924,-0.4284002323,-0.0042215142,-0.0387549943,-0.1115360135,0.5261539107,0.452480665,0.4260032856,0.467066446,0.5183919396,0.4407016174,0.505423867,0.458772441,0.482636929,0.474299609,0.964196308,0.956936538
"85:15 PPF:DEF, 2.5bar, 15mm/s, 1mm",5,2,85,1,15,2.5,0.4824,0.4554,0.9378,0.477,0.45,0.531,0.45,0.504,0.522,0.45,0.477,0.414,0.414,0.999,0.9,1.008,0.864,0.918,-0.7253025041,0.2349218595,1.559796924,-0.4284002323,0.1830446847,-0.0144415948,0.0598839602,0.5261539107,0.452480665,0.4260032856,0.467066446,0.5183919396,0.4407016174,0.505423867,0.458772441,0.482636929,0.474299609,0.964196308,0.956936538
"85:15 PPF:DEF, 2.5bar, 15mm/s, 1mm",5,3,85,1,15,2.5,0.5166,0.4302,0.9468,0.522,0.522,0.522,0.567,0.45,0.486,0.36,0.486,0.279,0.54,1.008,0.882,1.008,0.846,0.99,-0.7253025041,0.2349218595,1.559796924,-0.4284002323,0.4054232959,-0.1279041256,0.1049944796,0.5261539107,0.452480665,0.4260032856,0.467066446,0.5183919396,0.4407016174,0.505423867,0.458772441,0.482636929,0.474299609,0.964196308,0.956936538
"85:15 PPF:DEF, 2.5bar, 15mm/s, 1mm",5,4,85,1,15,2.5,0.3996,0.54,0.9396,0.405,0.369,0.459,0.36,0.405,0.567,0.54,0.495,0.603,0.495,0.972,0.909,0.954,0.963,0.9,-0.7253025041,0.2349218595,1.559796924,-0.4284002323,-0.3553456372,0.36646833,0.0689060641,0.5261539107,0.452480665,0.4260032856,0.467066446,0.5183919396,0.4407016174,0.505423867,0.458772441,0.482636929,0.474299609,0.964196308,0.956936538
"85:15 PPF:DEF, 2.5bar, 15mm/s, 1mm",6,1,85,1,15,2.5,0.4374,0.495,0.9324,0.459,0.513,0.396,0.423,0.396,0.531,0.45,0.468,0.522,0.504,0.99,0.963,0.864,0.945,0.9,-0.7253025041,0.2349218595,1.559796924,-0.4284002323,-0.1095587511,0.1638566678,0.0328176485,0.5261539107,0.452480665,0.4260032856,0.467066446,0.5183919396,0.4407016174,0.505423867,0.458772441,0.482636929,0.474299609,0.964196308,0.956936538
"85:15 PPF:DEF, 2.5bar, 15mm/s, 1mm",6,2,85,1,15,2.5,0.513,0.5418,1.0548,0.387,0.873,0.54,0.441,0.324,0.513,0.576,0.423,0.639,0.558,0.9,1.449,0.963,1.08,0.882,-0.7253025041,0.2349218595,1.559796924,-0.4284002323,0.3820150211,0.3745727965,0.6463207124,0.5261539107,0.452480665,0.4260032856,0.467066446,0.5183919396,0.4407016174,0.505423867,0.458772441,0.482636929,0.474299609,0.964196308,0.956936538
"85:15 PPF:DEF, 2.5bar, 15mm/s, 1mm",6,3,85,1,15,2.5,0.5058,0.5472,1.053,0.369,0.648,0.405,0.477,0.63,0.783,0.612,0.405,0.558,0.378,1.152,1.26,0.81,1.035,1.008,-0.7253025041,0.2349218595,1.559796924,-0.4284002323,0.3351984713,0.3988861959,0.6372986085,0.5261539107,0.452480665,0.4260032856,0.467066446,0.5183919396,0.4407016174,0.505423867,0.458772441,0.482636929,0.474299609,0.964196308,0.956936538
"85:15 PPF:DEF, 2.5bar, 15mm/s, 1mm",6,4,85,1,15,2.5,0.4446,0.4086,0.8532,0.648,0.369,0.324,0.522,0.36,0.351,0.396,0.324,0.45,0.522,0.999,0.765,0.648,0.972,0.882,-0.7253025041,0.2349218595,1.559796924,-0.4284002323,-0.0627422014,-0.2251577235,-0.3641549222,0.5261539107,0.452480665,0.4260032856,0.467066446,0.5183919396,0.4407016174,0.505423867,0.458772441,0.482636929,0.474299609,0.964196308,0.956936538
"85:15 PPF:DEF, 2.5bar, 15mm/s, 1mm",7,1,85,1,15,2.5,0.4068,0.5598,0.9666,0.468,0.414,0.342,0.36,0.45,0.495,0.477,0.639,0.54,0.648,0.963,0.891,0.981,0.9,1.098,-0.7253025041,0.2349218595,1.559796924,-0.4284002323,-0.3085290874,0.4556174613,0.2042376223,0.5261539107,0.452480665,0.4260032856,0.467066446,0.5183919396,0.4407016174,0.505423867,0.458772441,0.482636929,0.474299609,0.964196308,0.956936538
"85:15 PPF:DEF, 2.5bar, 15mm/s, 1mm",7,2,85,1,15,2.5,0.4518,0.4518,0.9036,0.252,0.648,0.468,0.387,0.504,0.405,0.351,0.558,0.477,0.468,0.657,0.999,1.026,0.864,0.972,-0.7253025041,0.2349218595,1.559796924,-0.4284002323,-0.0159256516,-0.0306505278,-0.1115360135,0.5261539107,0.452480665,0.4260032856,0.467066446,0.5183919396,0.4407016174,0.505423867,0.458772441,0.482636929,0.474299609,0.964196308,0.956936538
"85:15 PPF:DEF, 2.5bar, 15mm/s, 1mm",7,3,85,1,15,2.5,0.5238,0.4392,0.963,0.621,0.468,0.639,0.432,0.459,0.351,0.486,0.342,0.576,0.441,0.972,0.954,0.981,1.008,0.9,-0.7253025041,0.2349218595,1.559796924,-0.4284002323,0.4522398457,-0.0873817932,0.1861934145,0.5261539107,0.452480665,0.4260032856,0.467066446,0.5183919396,0.4407016174,0.505423867,0.458772441,0.482636929,0.474299609,0.964196308,0.956936538
"85:15 PPF:DEF, 2.5bar, 15mm/s, 1mm",7,4,85,1,15,2.5,0.4086,0.4698,0.8784,0.684,0.639,0.252,0.234,0.234,0.189,0.27,0.531,0.729,0.63,0.873,0.909,0.783,0.963,0.864,-0.7253025041,0.2349218595,1.559796924,-0.4284002323,-0.29682495,0.050394137,-0.2378454679,0.5261539107,0.452480665,0.4260032856,0.467066446,0.5183919396,0.4407016174,0.505423867,0.458772441,0.482636929,0.474299609,0.964196308,0.956936538
"85:15 PPF:DEF, 2.5bar, 15mm/s, 1mm",8,1,85,1,15,2.5,0.4716,0.4374,0.909,0.432,0.396,0.621,0.288,0.621,0.495,0.378,0.432,0.477,0.405,0.927,0.774,1.053,0.765,1.026,-0.7253025041,0.2349218595,1.559796924,-0.4284002323,0.1128198601,-0.0954862597,-0.0844697019,0.5261539107,0.452480665,0.4260032856,0.467066446,0.5183919396,0.4407016174,0.505423867,0.458772441,0.482636929,0.474299609,0.964196308,0.956936538
"85:15 PPF:DEF, 2.5bar, 15mm/s, 1mm",8,2,85,1,15,2.5,0.423,0.5904,1.0134,0.324,0.36,0.513,0.468,0.45,0.585,0.621,0.558,0.369,0.819,0.909,0.981,1.071,0.837,1.269,-0.7253025041,0.2349218595,1.559796924,-0.4284002323,-0.2031918505,0.5933933916,0.4388123231,0.5261539107,0.452480665,0.4260032856,0.467066446,0.5183919396,0.4407016174,0.505423867,0.458772441,0.482636929,0.474299609,0.964196308,0.956936538
"85:15 PPF:DEF, 2.5bar, 15mm/s, 1mm",8,3,85,1,15,2.5,0.4734,0.423,0.8964,0.378,0.45,0.72,0.477,0.342,0.414,0.288,0.405,0.513,0.495,0.792,0.738,1.125,0.99,0.837,-0.7253025041,0.2349218595,1.559796924,-0.4284002323,0.1245239976,-0.1603219916,-0.1476244291,0.5261539107,0.452480665,0.4260032856,0.467066446,0.5183919396,0.4407016174,0.505423867,0.458772441,0.482636929,0.474299609,0.964196308,0.956936538
"85:15 PPF:DEF, 2.5bar, 15mm/s, 1mm",8,4,85,1,15,2.5,0.6642,0.6624,1.3266,0.459,0.72,0.657,0.612,0.873,1.512,0.378,0.459,0.504,0.459,1.971,1.098,1.116,1.116,1.332,-0.7253025041,0.2349218595,1.559796924,-0.4284002323,1.3651625654,0.917572051,2.0086583983,0.5261539107,0.452480665,0.4260032856,0.467066446,0.5183919396,0.4407016174,0.505423867,0.458772441,0.482636929,0.474299609,0.964196308,0.956936538
"85:15 PPF:DEF, 2.5bar, 15mm/s, 1mm",9,1,85,1,15,2.5,0.5004,0.4572,0.9576,0.477,0.603,0.513,0.522,0.387,0.504,0.261,0.585,0.288,0.648,0.981,0.864,1.098,0.81,1.035,-0.7253025041,0.2349218595,1.559796924,-0.4284002323,0.300086059,-0.0063371284,0.1591271029,0.5261539107,0.452480665,0.4260032856,0.467066446,0.5183919396,0.4407016174,0.505423867,0.458772441,0.482636929,0.474299609,0.964196308,0.956936538
"85:15 PPF:DEF, 2.5bar, 15mm/s, 1mm",9,2,85,1,15,2.5,0.6102,0.369,0.9792,0.693,0.468,0.756,0.513,0.621,0.369,0.45,0.297,0.288,0.441,1.062,0.918,1.053,0.801,1.062,-0.7253025041,0.2349218595,1.559796924,-0.4284002323,1.0140384424,-0.4034559861,0.2673923494,0.5261539107,0.452480665,0.4260032856,0.467066446,0.5183919396,0.4407016174,0.505423867,0.458772441,0.482636929,0.474299609,0.964196308,0.956936538
"85:15 PPF:DEF, 2.5bar, 15mm/s, 1mm",9,3,85,1,15,2.5,0.4194,0.4734,0.8928,0.387,0.396,0.657,0.27,0.387,0.441,0.468,0.369,0.675,0.414,0.828,0.864,1.026,0.945,0.801,-0.7253025041,0.2349218595,1.559796924,-0.4284002323,-0.2266001254,0.06660307,-0.1656686368,0.5261539107,0.452480665,0.4260032856,0.467066446,0.5183919396,0.4407016174,0.505423867,0.458772441,0.482636929,0.474299609,0.964196308,0.956936538
"85:15 PPF:DEF, 2.5bar, 15mm/s, 1mm",9,4,85,1,15,2.5,0.459,0.4806,0.9396,0.423,0.441,0.45,0.306,0.675,0.54,0.567,0.333,0.504,0.459,0.963,1.008,0.783,0.81,1.134,-0.7253025041,0.2349218595,1.559796924,-0.4284002323,0.0308908981,0.099020936,0.0689060641,0.5261539107,0.452480665,0.4260032856,0.467066446,0.5183919396,0.4407016174,0.505423867,0.458772441,0.482636929,0.474299609,0.964196308,0.956936538
"85:15 PPF:DEF, 2.5bar, 15mm/s, 1mm",10,1,85,1,15,2.5,0.6588,0.4122,1.071,0.468,0.702,0.648,0.684,0.792,0.414,0.405,0.387,0.243,0.612,0.882,1.107,1.035,0.927,1.404,-0.7253025041,0.2349218595,1.559796924,-0.4284002323,1.3300501531,-0.2089487905,0.7275196473,0.5261539107,0.452480665,0.4260032856,0.467066446,0.5183919396,0.4407016174,0.505423867,0.458772441,0.482636929,0.474299609,0.964196308,0.956936538
"85:15 PPF:DEF, 2.5bar, 15mm/s, 1mm",10,2,85,1,15,2.5,0.4104,0.4788,0.8892,0.198,0.432,0.414,0.369,0.639,0.378,0.603,0.369,0.351,0.693,0.576,1.035,0.783,0.72,1.332,-0.7253025041,0.2349218595,1.559796924,-0.4284002323,-0.2851208126,0.0909164695,-0.1837128446,0.5261539107,0.452480665,0.4260032856,0.467066446,0.5183919396,0.4407016174,0.505423867,0.458772441,0.482636929,0.474299609,0.964196308,0.956936538
"85:15 PPF:DEF, 2.5bar, 15mm/s, 1mm",10,3,85,1,15,2.5,0.5094,0.3888,0.8982,0.396,0.306,0.594,0.675,0.576,0.369,0.324,0.324,0.387,0.54,0.765,0.63,0.918,1.062,1.116,-0.7253025041,0.2349218595,1.559796924,-0.4284002323,0.3586067462,-0.3143068548,-0.1386023252,0.5261539107,0.452480665,0.4260032856,0.467066446,0.5183919396,0.4407016174,0.505423867,0.458772441,0.482636929,0.474299609,0.964196308,0.956936538
"85:15 PPF:DEF, 2.5bar, 15mm/s, 1mm",10,4,85,1,15,2.5,0.6012,0.5652,1.1664,0.693,0.702,0.432,0.531,0.648,0.63,0.333,0.351,0.459,1.053,1.323,1.035,0.783,0.99,1.701,-0.7253025041,0.2349218595,1.559796924,-0.4284002323,0.9555177552,0.4799308608,1.2056911529,0.5261539107,0.452480665,0.4260032856,0.467066446,0.5183919396,0.4407016174,0.505423867,0.458772441,0.482636929,0.474299609,0.964196308,0.956936538
"85:15 PPF:DEF, 2.5bar, 15mm/s, 1mm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
